search_order,company_name,phone,email,address,legal_representative,registered_capital,established_date,business_scope,search_time,success
13,永嘉县桥下镇浩驰之家玩具厂,0577-67491537,,"信息高度统一：所有工商注册记录都指向""永嘉县桥下镇垟塆村江滨路5号""这个地址（‌14）",‌：刘慈‌56,,,,2025-07-11 15:23:48,Yes
14,温州奥宝工贸有限公司,13587862888,573483320@qq.com,温州市龙湾区海滨街道沙角滩头路37号,为‌潘可巧‌,,,,2025-07-11 15:24:35,Yes
15,永嘉县桥下镇耀星玩具店,,,‌：浙江省温州市永嘉县桥下镇桥下村（另补充小京路5号）‌12,,,,,2025-07-11 15:25:22,Yes
16,浙江梦乐玩具有限公司,18200213699,manager@monleplay.com,有两个版本：较早资料显示在永嘉县桥下镇埠头村‌26,是黄良勇‌12,,,,2025-07-11 15:26:10,Yes
17,永浪集团有限公司,0577-67411188,yonglang5533@163.com; 790425914@qq.com; yonglang@yonglang.com,上海市奉贤区明城路1088弄7号1-2层 ‌13,,,,,2025-07-11 15:26:57,Yes
18,山东耐成建材有限公司,18865933669,836109166@qq.com; 1817468460@qq.com,发现公司有两个主要办公地点：济南总部在历山北路黄台电子产业园1601室‌12,‌16,,,,2025-07-11 15:27:44,Yes
19,山东省临沂市启慧星玩具厂,0539-8416345,30@qq.com; 562933930@qq.com,是临沂市兰山区响河屯村2047号,,,,,2025-07-11 15:28:31,Yes
20,温州特力游乐设备有限公司,17508888884(99,48@qq.com,"但实际处理时发现一个关键矛盾：搜索结果中并没有直接名为""温州特力游乐设备有限公司""的企业记录^[1-24]^",存在关联——叶时,,,,2025-07-11 15:29:19,Yes
21,北京崇宝欧美科贸有限公司,010-83527962,jia789.coo@163.com,的结果都指向北京市西城区广安门南街36号天缘公寓A座2503室‌12,代表为“王龙统”,,,,2025-07-11 15:30:06,Yes
22,广东我萌信息科技有限公司,461597168,461597168@qq.com,广州市海珠区革新路新民八街36号自编4号自编6号(大阪仓码头房号)再自编二期02号之05号(仅限办公用途),,,,,2025-07-11 15:30:53,Yes
23,青岛天顺成电子科技有限公司,15192791978,tianshuncheng2008@163.com,冲突时以多个高可信度来源一致的黑龙江路2688号为准,,,,,2025-07-11 15:31:40,Yes
24,东莞启思玩具礼品有限公司,0769-8736,yinglou@kathaytoy.com,"所有来源都指向""广东省东莞市清溪镇启思路1号""‌12",是陈真真,,,,2025-07-11 15:32:27,Yes
25,东莞星月实业有限公司,0769-86836189-8093,763537388@qq.com,信息在多个高可信度来源中一致：东莞市常平镇田尾管理区‌12,代表分别标注,,,,2025-07-11 15:33:15,Yes
26,东莞龙昌玩具有限公司,0769-86836266,zhenyuanliang@lungcheong.com; kenneth@lungcheong.com; 9182@qq.com,先看高可信来源：‌1显示公司地址在“广东省东莞市常平镇常黄路桥沥管理区龙昌工业城”,,,,,2025-07-11 15:34:02,Yes
27,义乌市维罗妮卡玩具有限公司,17857912384,2742752608@qq.com; 422@qq.com,"发现一个重要线索：‌1显示这家公司曾用名就是""义乌市维罗妮卡玩具有限公司""",黄剑,,,,2025-07-11 15:34:49,Yes
28,深圳市世宝动漫科技有限公司,,jun@saipotoys.com,"首先注意到可信度""非常高""的‌1明确给出地址：深圳市福田区沙头街道石厦北新天世纪商务中心B4109",,,,,2025-07-11 15:35:36,Yes
29,宜美吉教育软件（上海）有限公司,021-31300991,xlf168866@163.com,‌：上海市奉贤区奉城镇南奉公路686号4幢‌14,,,,,2025-07-11 15:36:23,Yes
30,深圳市启明创新科技开发有限公司,0755-28480572,service@qmcx.net,‌：深圳市宝安区福海街道和平社区永和路45号金丰智汇谷A栋厂房302‌12,,,,,2025-07-11 15:37:10,Yes
31,临沂博智玩具有限公司,18063152692,996882497@qq.com; 18063152692@163.com,的搜索结果‌12都指向山东省临沂市罗庄区高都街道车辋村,手机号,,,,2025-07-11 15:37:58,Yes
32,金华市爱柔母婴用品有限公司,18072439580,18072439580@qq.com; 580@qq.com,浙江省金华市金东区孝顺镇朝辉东路116号（顺德日用品厂内3楼东边2间）‌12,黄芳同时控股金华,,,,2025-07-11 15:38:45,Yes
33,临沂奇佳乐教玩具厂,0539-8338832,,‌：临沂市兰山区永兴国际玩具城C区17排3号 ‌17,,,,,2025-07-11 15:39:32,Yes
34,宁波洛宾教育科技有限公司,26038236,26038236@qq.com,宁波高新区凌云路1177号002幢10号224室,,,,,2025-07-11 15:40:19,Yes
35,西尾（上海）综合物品租赁有限公司,021-51501995,boris@scsglobal.cn; teresa@scsglobal.cn; pan@kidsmagic.jp,信息高度统一（北京西路1701号2508室）,代表及董事长）‌,,,,2025-07-11 15:41:07,Yes
36,深圳市中数创意文化传媒技术有限公司,0755-86218106,,深圳市南山区西丽街道新围社区西丽湖路4227号九祥岭新工业区2栋B601（当前运营所在地）‌23,/CEO：米晓林,,,,2025-07-11 15:41:54,Yes
37,江苏省苏州市太仓市黎阳塑料制品有限公司,13706241618,qq13706241618@qq.com; 1618@qq.com,国家质检总局:24批次移动电话产品质量不合格,是郁秋红,,,,2025-07-11 15:42:41,Yes
38,台州市工美礼品有限公司,13566448116,,"的结果都指向""浙江省台州市黄岩北城开发区唐溪路5号""",信息存在差异：‌,,,,2025-07-11 15:43:30,Yes
39,君临国际有限公司,50857388,,在香港金钟力宝中心一期1105室,,,,,2025-07-11 15:44:17,Yes
40,扬州恒爱玩具有限公司,0514-8697,yjy@hatoys.com,扬州恒爱玩具有限公司 - 企业股权穿透图 - 企业关系信息查询 - 爱企查,范仁林,,,,2025-07-11 15:45:04,Yes
41,汕头市澄海区乐毅塑料玩具厂,0754-85812058,,汕头市澄海区凤翔街道信宁信兴南三直路5号‌12,‌：许焕龙（与注,,,,2025-07-11 15:45:52,Yes
42,Safari Ltd.,305-621-6894,,Safari Ltd.主要有两个业务方向：浏览器和玩具公司,,,,,2025-07-11 15:46:39,Yes
43,重庆市科学技术研究院,023-63027023,582017814@qq.com; 536507038@qq.com,在重庆市两江新区黄山大道中段杨柳路2号,和科技骨干人员的,,,,2025-07-11 15:47:26,Yes
44,宁波鸿亿达电子科技有限公司,775629560,775629560@qq.com,宁波高新区江南路1558号7楼7034室在‌24等多处交叉验证,‌：田丹妮（20,,,,2025-07-11 15:48:17,Yes
45,香港贸易发展局,(852)1830668,,是香港湾仔港湾道1号会展广场办公大楼38楼,,,,,2025-07-11 15:49:04,Yes
46,台州市中联塑料模具有限公司,0086-0576-82701288,ceo@zlindustry.com; cloris@zlindustry.com; vivian@zlindustry.com; sales@zlindustry.com,地址：浙江省台州市路桥区金清镇大浦工业区；电话：0086-0576-82701288,等信息,,,,2025-07-11 15:49:51,Yes
47,台州市阳光宝贝玩具有限公司,(0576)86273777,1481027238@qq.com; 793951508@qq.com,‌地址‌：浙江省台州市温岭市城西街道吴山村‌13,和业务联系人的情,,,,2025-07-11 15:50:38,Yes
48,北京华熙百润文化传播有限公司,010-53357710,hxanyuan@126.com,信息需要特别注意时间线：在2024年3月之前公司位于北京市海淀区复兴路69号1号楼132室‌45,变更信息在‌13,,,,2025-07-11 15:51:25,Yes
49,江苏共创人造草坪有限公司,13706172026),hr@ccgrass.com,"就有两个版本：一个是官网‌1给出的淮安地址""江苏省淮安市淮安区经济开发区广州东路66号""",,,,,2025-07-11 15:52:12,Yes
50,江苏玉河教玩具有限公司,13901441113,jsyhtoy@163.com,‌：江苏省扬州市宝应县曹甸工业园区中央西路15号‌12,,,,,2025-07-11 15:52:59,Yes
51,江苏业豪教学设备有限公司,18066010000,mdj19630522@163.com,"所有提及注册地的结果（如‌12）都指向""宝应县曹甸镇工业集中区晨化路""",郝成凤,,,,2025-07-11 15:53:47,Yes
52,东方娃教学设备有限公司,13605257488,2688676@qq.com,是泾县泾川镇山口社区贺村巷22号,徐杰,,,,2025-07-11 15:54:34,Yes
53,浙江益群游乐设备有限公司,13733852984,904088431@qq.com; 18757729998@163.com,而18757729998@163.com出现在工商注册平台‌38,,,,,2025-07-11 15:55:21,Yes
54,华夏游乐有限公司,913303247245,464393744@qq.com; huaxiatoys@huaxiatoys.com,信息非常统一：所有结果都指向浙江温州永嘉县桥下镇,）‌10,,,,2025-07-11 15:56:08,Yes
55,浙江巧巧教育科技有限公司,18810745102,qq@qqtoy.com; 2880705159@qq.com,‌：浙江省温州市永嘉县桥下镇八里村（主要注册地）‌23；具体生产基地位于洋湾工业园或垟湾工业区成业路55号‌14,,,,,2025-07-11 15:56:55,Yes
56,浙江同贡游乐设备有限公司,13695860859,2592598459@qq.com,温州市生态环境局2022年3月30日拟对《浙江同贡游乐设备有限公司年产教玩具78万套技改项目》作出审批意见的公告,是陈建飞,,,,2025-07-11 15:57:43,Yes
57,温州市吸引力游乐设备有限公司,13777716789,info@attractplay.com; 2955727978@qq.com,浙江省温州市永嘉县桥下镇京岸工业区温州市吸引力游乐设备有限公司,和参保信息等,,,,2025-07-11 15:58:30,Yes
58,北京旭日祥和科贸有限公司,86-10-84675558,2735743894@qq.com,北京市昌平区天通中苑F区43号楼B-907室,和地址：北京市朝,,,,2025-07-11 15:59:17,Yes
59,汕头市澄海区裕源丰玩具厂,,,都指向同一个地点：汕头市澄海区莲下镇渡亭村龙尾片(炮台内)‌12,蔡秋挺‌16,,,,2025-07-11 16:00:04,Yes
60,宁波市麦古特磁材科技有限公司（慈溪市广发磁性材料厂）,(0574)865746328889,,"""公司地址: 慈溪市浒山街道新城大厦室""",,,,,2025-07-11 16:00:51,Yes
61,义乌市博燃玩具有限公司,0579-85601160,,中国浙江义乌市廿三里神力创业园A1-1幢3楼,是王波,,,,2025-07-11 16:01:39,Yes
62,高榮實業有限公司,00852-8522516,,在香港九龙观塘骏业街62号京贸中心7楼E室‌1,,,,,2025-07-11 16:02:26,Yes
63,宁波基盛休闲用品有限公司,0574-88151907,88218164@qq.com,的搜索结果‌1、‌4、‌5、‌6都指向宁波市鄞州区姜山镇,‌：王水瑶‌45,,,,2025-07-11 16:03:13,Yes
64,沁阳市鑫泓发皮毛制品有限公司,,,沁阳市鑫泓发皮毛制品有限公司 聯絡資料,吕向阳持股90%,,,,2025-07-11 16:04:00,Yes
65,鵬利(香港)有限公司,00852-2793,,信息在‌12完全一致：红磡鹤翔街8号维港中心2座407室,,,,,2025-07-11 16:04:47,Yes
66,中龍檢驗認證(香港) 有限公司,,,,,,,,2025-07-11 16:05:35,No
67,上海泉林化工科技有限公司,57181203,,：上海市崇明区竖新镇响椿路58号(上海竖新经济开发区),邓肖辉的信息,,,,2025-07-11 16:06:22,Yes
68,汕头市澄海区凌盛玩具厂,15875432555,,一致为“汕头市澄海区莲下镇立德工业区园林三路”（多个来源如‌4、‌5、‌10等）,为陈述芝,,,,2025-07-11 16:07:09,Yes
69,汕头市澄海区品赞玩具有限公司,87210189,,汕头市澄海区品赞玩具有限公司 聯絡資料,陈力‌18一致,,,,2025-07-11 16:07:56,Yes
70,汕头市澄海区金世嘉玩具厂,86-754-8586936886-7,,信息最可靠的是在‌1、‌2和‌3中重复出现的“汕头市澄海区凤翔街道洲畔社区莲花心工业区(白坪东)”,,,,,2025-07-11 16:08:43,Yes
71,汕头市澄海区新森林玩具厂,86075483235331,,‌：汕头市澄海区凤翔街道凤新二路港口工业区‌19（与原玩具厂地址相邻）,许永林,,,,2025-07-11 16:09:31,Yes
72,汕头市澄海区佳品玩具厂,0754-85808455,,信息在多个来源中一致：汕头市澄海区广益街道龙田北排北4号‌12,姓名,,,,2025-07-11 16:10:18,Yes
73,宁波衡大进出口有限公司/云和县衡大木业有限公司,15157831400,winfield@hellotoy.com,‌：浙江省丽水市云和县工业园区新华街‌89,代表是陈伟平‌3,,,,2025-07-11 16:11:05,Yes
74,汕头市澄海区飞皇玩具厂,0754-85874900,,在2020年6月由原地址秀夫路北4巷3号变更而来‌2——这里要提醒用户注意新旧地址区别,是丁俊奇‌12,,,,2025-07-11 16:11:52,Yes
75,汕头市澄海区优博智玩具厂,13715966560,,在汕头市澄海区广益街道北陇河东路20号第二层‌12,李丹贤和监事陈雁,,,,2025-07-11 16:12:39,Yes
76,汕头市丰达丹美服装玩具有限公司,0754-5812018,,汕头市丰达丹美服装玩具有限公司-企业工商信用信息,是蔡友丰,,,,2025-07-11 16:13:27,Yes
77,汕头市蓝天玩具有限公司,,agep@58.com,‌：汕头市澄海区澄华街道西门中泰七路北3号二楼‌14,,,,,2025-07-11 16:14:14,Yes
78,汕头市澄海区开益玩具有限公司,0754-85161899,2881530526@qq.com,汕头市澄海区开益玩具有限公司 聯絡資料,谢佩珠,,,,2025-07-11 16:15:01,Yes
79,汕头市澄海区潮宝塑胶玩具制品厂,0754-85884468,536413533@qq.com,"首先注意到几个关键点：企业注册地址始终是""汕头市澄海区凤翔街道外埔工业区""",联系方式吻合,,,,2025-07-11 16:15:48,Yes
80,汕头市智博玩具有限公司,86-0754-85825288,yyy.0811@163.com,中国 广东 汕头市澄海区 凤翔街道凤新工业区,,,,,2025-07-11 16:16:35,Yes
81,汕头市澄海区柏裕玩具厂,0754-85876758,,"信息最完整的是‌45共同提到的""广益埔美美新区三十一巷十二号""",陈振苞,,,,2025-07-11 16:17:23,Yes
82,汕头市澄海区全继玩具厂,0754-85165914,,‌：汕头市澄海区莲下镇下村莲东路旁‌12,是蔡全和‌12,,,,2025-07-11 16:18:10,Yes
83,深圳市飞辉科科技有限公司,413322341,413322341@qq.com,深圳市南山区粤海街道科技园社区科苑路15号科兴科学园C栋C3-13F-B103,、股东、执行董事,,,,2025-07-11 16:18:57,Yes
84,汕头市澄海区迪辉塑胶玩具厂（童趣）,0754-85850678,dihuigongchen2005@21cn.com,汕头市澄海区凤翔街道洲畔社区透寮村村前路（最终注册地址）‌1,杨毓生,,,,2025-07-11 16:19:44,Yes
85,汕头市美奇宝塑胶电子实业有限公司,0754-85837777,,汕头市美奇宝塑胶电子实业有限公司 聯絡資料,王晓媛（这可能是,,,,2025-07-11 16:20:31,Yes
86,汕头市澄海区群佳达玩具厂,13556367931,,汕头市澄海区群佳达玩具厂 聯絡資料,身份,,,,2025-07-11 16:21:18,Yes
87,汕头市澄海区瑞祥玩具厂,,,汕头市澄海区凤翔街道东湖书斋埕巷10号‌78,‌：林晓东‌12,,,,2025-07-11 16:22:06,Yes
88,汕头市澄海区立煌塑胶玩具有限公司,0754-85133398,2851165157@qq.com,汕头市澄海区立煌塑胶玩具有限公司 聯絡資料,是王泽生,,,,2025-07-11 16:22:53,Yes
89,飞洛得科技航模有限公司,13322743600,770448144@qq.com; 1464226964@qq.com,在汕头市澄海区凤翔街道昆美美新工业区24号C栋5楼,‌：辛吉恒（持股,,,,2025-07-11 16:23:40,Yes
90,汕头市丽葵儿童体育用品有限公司,0754-85400328,leko.sports@leko-hk.com,‌：广东省汕头市澄海区莲下镇新寮工业区（新兴西路6号,,,,,2025-07-11 16:24:27,Yes
91,汕头市澄海区冬宝红玩具厂,0754-8511,,汕头市澄海区冬宝红玩具厂 聯絡資料,,,,,2025-07-11 16:25:15,Yes
92,汕头市澄海区莲下广业塑胶玩具厂,0754-85822488,,汕头市澄海区莲下广业塑胶玩具厂 聯絡資料,,,,,2025-07-11 16:26:02,Yes
93,汕头市诒乐（费乐）玩具有限公司,0754-85807776,,汕头市澄海区凤翔街道头份村荣禄片区荣福大道西侧、莱南路南侧,为王锐骞,,,,2025-07-11 16:26:49,Yes
94,汕头市闲牛玩具实业有限公司,0754-85717317,459349285@qq.com,先看基础联系方式：多个来源显示公司地址位于汕头市澄海区城区老汕汾公路抽纱公司大院内第七幢‌12,代表信息显示林思,,,,2025-07-11 16:27:37,Yes
95,汕头市澄海区正光塑料玩具有限公司,86-0754-85165228,zg@zhengguangtoys.com; zgtoys@126.com,汕头市澄海区正光塑料玩具有限公司 聯絡資料,王正光的信息,,,,2025-07-11 16:28:24,Yes
96,汕头市澄海区宝信玩具商行,0754-83231169,,‌1和‌2都明确提到“汕头市澄海区澄华西门泰安路东侧金铭大厦第5层”,/联系人‌,,,,2025-07-11 16:29:11,Yes
97,金华市淘淘乐工贸有限公司,0579-82586830,469724235@qq.com; 91330703055519256M@163.com,固定在浙江省金华市婺城区白龙桥镇临江工业区金沙街998号6幢2层‌23,蒙明鹏的联系方式,,,,2025-07-11 16:29:58,Yes
98,深圳市卓凡动力电子有限公司,13138888887,,‌：广东省深圳市龙岗区爱联新屯村五区健军路18-20号‌18,,,,,2025-07-11 16:30:45,Yes
99,金华市玩具和婴童用品协会,0579-3494900,,明确给出了协会地址：金华市八一北街956号,为盛建永,,,,2025-07-11 16:31:33,Yes
100,贝登堡智能股份有限公司,00886-28788,lily@kkinc.com.tw,在台北市信义区光复南路495号7楼,同名,,,,2025-07-11 16:32:20,Yes
101,临沂市兰山区鑫润塑胶制品厂,13953969542,13865396900@qq.com,临沂市兰山区鑫润塑胶制品厂 聯絡資料,名字,,,,2025-07-11 16:33:07,Yes
102,科达译发电子（深圳）有限公司,,gq_du@kodec.com; zhang555chao@126.com,‌：深圳市福田区福保街道福保社区绒花路128号深福保大厦主楼第3层3A单元‌17,,,,,2025-07-11 16:33:54,Yes
103,温州宝德龙玩具有限公司,0577-67470158,,"""永嘉县桥下镇京溪东路133弄1号""在所有工商注册信息中完全一致（‌1、‌2、‌7）",）‌17,,,,2025-07-11 16:34:41,Yes
104,"DAESUNGTOYS CO.,LTD",,,"接着在‌2发现关键线索——海外论坛页面显示了""china toys more""的业务范围",,,,,2025-07-11 16:35:28,Yes
105,天津渤轻进出口有限公司,28021285,lonxing@china.com,多个来源如‌13都一致提到地址是天津市河西区新围堤道5号,,,,,2025-07-11 16:36:16,Yes
106,瑞宁兴业有限公司,0531-5569,,‌：江苏省泰兴市黄桥镇工业园区通站路18号‌1,,,,,2025-07-11 16:37:03,Yes
107,汕头市澄海区银华玩具厂,0754-85350552,,汕头市澄海区银华玩具厂 聯絡資料,确实是陈年富,,,,2025-07-11 16:37:50,Yes
108,汕头市澄海区德航玩具厂,,,汕头市澄海区德航玩具厂 聯絡資料,和经营地址得到交,,,,2025-07-11 16:38:37,Yes
109,"BNC.Co.,Ltd",010-62965536,cx@bnc.com.cn,‌：北京市海淀区上地信息路1号01-1幢4层A栋（邮编未提供）,,,,,2025-07-11 16:39:24,Yes
110,杭州有魔有样科技有限公司,13777457897,1652827992@qq.com,1652827992@qq.com（公开注册邮箱）‌4,‌：竺建平‌34,,,,2025-07-11 16:40:11,Yes
111,浙江木斐儿科技有限公司,,y@163.com,在台州市黄岩区北城开发区康庄路6号是共识信息‌12,潘晓鸿‌24,,,,2025-07-11 16:40:59,Yes
112,杭州乐酷玩具有限公司,0571-82741802,,在搜索结果‌1、‌2中都明确指向萧山区靖江街道甘露村,代演明在‌1、‌,,,,2025-07-11 16:41:46,Yes
113,上海庚达商贸有限公司,021-62340521,tangdasm@163.com,在上海市闵行区莲花路1555号551室,岳银梅的信息‌7,,,,2025-07-11 16:42:33,Yes
114,杭州之悦文具有限公司,0571-88855535,41847325@qq.com,杭州之悦文具有限公司 - 企业股权穿透图 - 企业关系信息查询 - 爱企查,,,,,2025-07-11 16:43:20,Yes
115,河南省竞速体育设施有限公司,0372-3666638,64882232@qq.com; 1183668578@qq.com,"多个来源（‌1、‌2、‌3）一致指向""安阳高新区长江大道西段火炬创业园10号厂房""‌12",‌：李军良‌18,,,,2025-07-11 16:44:07,Yes
116,浙江程磊教玩具有限公司,15158538634,296510610@qq.com; 2248018057@qq.com,信息在‌13等多处统一指向永嘉县桥下镇小京社区；官网和传真则在‌4和‌5有明确记录,黄岳的名字在‌1,,,,2025-07-11 16:44:54,Yes
117,上海星奇谷玩具有限公司,021-56086598,734865085@qq.com,是上海市嘉定区恒永路328弄3号1层‌18,也从王建南变更为,,,,2025-07-11 16:45:42,Yes
118,龙璟印刷（深圳）有限公司,0755-29877776,2517056023@qq.com,深圳市宝安区沙井街道新桥社区新发东路24号多栋厂房（2023年前使用）‌47,,,,,2025-07-11 16:46:29,Yes
119,汕头市金爵玩具有限公司,358974314,087@qq.com; 14@qq.com; 358974314@qq.com,在汕头市澄海区澄华街道冠山毓秀路2巷2号之三,或高層,,,,2025-07-11 16:47:16,Yes
120,汕头市澄海区帝源博塑胶玩具厂（龙翼）,0754-85828812,,‌：汕头市澄海区溪南镇下岱美村内底埔南侧工业区第九号之二（2021年8月后启用）‌46,/经营者‌：陈博,,,,2025-07-11 16:48:03,Yes
121,重庆艾可新材科技有限公司,023-63054389,,搜索结果中不一致？‌1说“重庆市渝北区金童路100号雅典海岸”,,,,,2025-07-11 16:48:50,Yes
122,浙江恒丰运动器材有限公司,86-0578-3175278,1768077020@QQ.COM; 1768077020@qq.com,‌：多个来源一致给出浙江缙云县新建镇新溪路22号（如‌5、‌7、‌8、‌9、‌12、‌17）,楼春燕,,,,2025-07-11 16:49:38,Yes
123,南京豪加农业科技发展有限公司,(025)58882174,518@qq.com; 1009137518@QQ.COM; g66@163.com,信息：浦口区江浦街道雨合北路17号,,,,,2025-07-11 16:50:25,Yes
124,群盛文化用品有限公司,0539-8065221,770978140@qq.com,山东省临沂市兰山区中国小商品城5-8号楼112,王得美,,,,2025-07-11 16:51:12,Yes
125,汕头市澄海区铭津乐玩具厂（明兴业）,0754-85638675,,汕头市澄海区铭津乐玩具厂（明兴业） 聯絡資料,是李维明,,,,2025-07-11 16:51:59,Yes
126,童缤教玩具有限公司,86-577-67498835,26@qq.com,信息：所有高可信度结果（‌15）一致指向永嘉县桥下镇上村村,代表）,,,,2025-07-11 16:52:47,Yes
127,广州博商商贸有限公司,13802727800,13802727800@139.com; 13802727800@139.COM,是“广州市从化区太平镇广从北路483号动漫城北路2号4幢901房(仅限办公)”,谢思程,,,,2025-07-11 16:53:34,Yes
128,深圳市深龙杰科技有限公司,13148877790,name@example.xxx,中国广东深圳市罗湖区人民北路书院街48号一楼,,,,,2025-07-11 16:54:21,Yes
129,空天慧智（北京）科技有限公司,400-616-4616,clq@spacet.cn,最混乱...有京城梨园‌6和建国路15号院‌12两个版本,王力出现7次‌2,,,,2025-07-11 16:55:08,Yes
130,宝光实业（深圳）有限公司/智乐纷贸易（深圳）有限公司,0755-84072417,249491108@qq.com; 1802449448@qq.com; benchoy1216@ymail.com,在深圳市龙岗区坪地街道教育中路43号,林振元,,,,2025-07-11 16:55:55,Yes
131,英国爱视达（北京纬美灵动科技有限公司）,191477748,191477748@qq.com,：北京市昌平区沙顺路91号院2号7层717-10574(集群注册),柏喆,,,,2025-07-11 16:56:43,Yes
132,词右商贸（上海）有限公司,021-54573781,,上海市闵行区江汉路223号1层（主要办公地址）‌34,存在胡秋霞（‌3,,,,2025-07-11 16:57:30,Yes
133,石家庄英欧立曼体育用品有限公司,0311-86360176,,在石家庄市栾城区楼底镇107线与南车路东行1000米路北,代表刘伟,,,,2025-07-11 16:58:17,Yes
134,永亮玩具有限公司,0577-66963626,,‌：浙江省温州市永嘉县桥下镇小京工业区（永嘉县新乐游乐设备有限公司内）‌23,叶晓燕的名字在‌,,,,2025-07-11 16:59:04,Yes
135,趣巢创意文化（深圳）有限公司,0755-28178166,zhangjm@kidcho.cn,☎️电话号码0755-28178166归属,刘光荣‌12,,,,2025-07-11 16:59:51,Yes
136,汕头市奥派玩具有限公司,13825869695,13825869695@139.COM,信息最统一：澄海区广益街道埔美美龙区10巷29号第七层在‌12完全一致,林锐波关联；07,,,,2025-07-11 17:00:38,Yes
137,振光商贸（上海）有限公司,021-34908856,katherine.li@hkt-china.cn,在四条独立信源中完全一致（闵行区宜山路1618号A栋A802室）,‌：刘正群‌12,,,,2025-07-11 17:01:25,Yes
138,西姆斯工艺制品（深圳）有限公司,,dm@cmccom.cn,在深圳市龙岗区坪地街道六联社区长山工业区168号A2栋102,贾淑霄‌1,,,,2025-07-11 17:02:13,Yes
139,汕头市澄海区旭腾（幻乐猫）玩具厂,0754-85735559,,"在""汕头市澄海区广益街道埔美美阳区二路""",是许旭毅,,,,2025-07-11 17:03:00,Yes
140,Shing Hing Plastic Manufacturing Ltd,,sales@shinghing.com; info@shinghing.com,"关于邮箱格式的提示：考虑到东莞企业常用""@shinghing.com""或名称缩写",,,,,2025-07-11 17:03:47,Yes
141,Nicer Holdings Ltd,13533038918,,是九龙旺角塘尾道50-52号富都工业大厦9楼,,,,,2025-07-11 17:04:34,Yes
142,东莞市戴克斯曼士达商贸有限公司,,,是“广东省东莞市清溪镇清溪清凤路357号1号楼202室”,,,,,2025-07-11 17:05:21,Yes
143,浙江好学教育设备有限公司,18357721662,cchuishi@126.com,浙江好学教育设备有限公司 - 企业股权穿透图 - 企业关系信息查询 - 爱企查,戚海鹏的信息,,,,2025-07-11 17:06:08,Yes
144,浙江春蚕教具有限公司,0577-7456775,w@yeah.net; 5625845333@qq.com; 67@qq.com,发生过变更：2019年从垟塆工业区搬到八里村中路‌23,‌：陳秋棉‌12,,,,2025-07-11 17:06:56,Yes
145,永嘉县桥下科元游乐设备厂,0577-66980999,,位于永嘉县桥下镇上村村正阳街1号,为董帮廷,,,,2025-07-11 17:07:43,Yes
146,朗晟商业（长沙）有限公司,0731-8416,huxiulan@lasource.com.cn; service@lasource.com.cn,都指向相同的核心信息：公司注册地址在长沙市雨花区韶山中路419号凯宾商业广场1131房,电话133084,,,,2025-07-11 17:08:30,Yes
147,鸿利玩具制品（深圳）有限公司,13632696464,hlcw@toywea.com,‌：深圳市龙岗区坪地街道坪西社区顺景路8号6号厂房2楼 ‌46,‌：伍兴哲,,,,2025-07-11 17:09:17,Yes
