search_order,company_name,phone,email,address,legal_representative,registered_capital,established_date,business_scope,search_time,success
94,普颂德科（上海）贸易有限公司,50462147,helen@prox-tech.cn; wei228437@sina.com,存在差异：有美盛路173号‌1和希雅路69号‌3两种表述,,,,,2025-07-10 20:06:03,Yes
95,深圳绿团创意设计有限公司,0755-27496111,shanlingyun@starlitegroup-sh.com.cn,"""深圳市宝安区西乡街道河东社区宝民二路127号新城广场一栋2211-A308""",,,,,2025-07-10 20:06:50,Yes
96,广东起跑线文化股份有限公司,0753-2568838,457242595@qq.com; yxeee@sina.com,以‌4（非常高）2025年7月更新的鹤龙一横路为准,,,,,2025-07-10 20:07:37,Yes
97,成都梁墨文化传播有限公司,,,未公开邮箱、官网及详细地址信息‌1,杨松,,,,2025-07-10 20:08:25,Yes
98,浙江小明玩具有限公司,0578-5535066,08@qq.com,浙江省丽水市云和县白龙山街道兴隆路208号,；‌16是黄田花,,,,2025-07-10 20:09:12,Yes
99,浙江朵趣玩具有限公司,13884395606,,浙江省丽水市云和县凤凰山街道中山西路47号,,,,,2025-07-10 20:09:59,Yes
100,汕头市澄海区拾美玩具厂,15914714988,,其中‌1和‌2这两个来源都提供了相同的地址和电话信息：汕头市澄海区澄华街道上埭上洲工业区,是黄立鹏,,,,2025-07-10 20:10:46,Yes
101,汕头市澄海区谷雨婴幼儿玩具厂,0754-85835488,2627169353@qq.com; 262716953@qq.com; 2851375604@qq.com,汕头市澄海区谷雨婴幼儿玩具厂 聯絡資料,‌：王泽亮‌12,,,,2025-07-10 20:11:33,Yes
102,杭州润林实业有限公司,15699999928,47@qq.com,海南省海口市美兰区美祥路11号海口雅居乐中心B座5层509号‌6,黄良港‌2,,,,2025-07-10 20:12:20,Yes
103,潮州市东华印务有限公司,1564329492,1564329492@qq.com,描述完全一致（广东省潮州市潮安区庵埠镇仙溪村工业区站支路）,‌：郭美琳（兼任,,,,2025-07-10 20:13:08,Yes
104,湖南西玛文化产业发展有限公司,0731-88730556,2851287295@qq.com,湖南长沙雨花区环保中路188号国际企业中心1栋,,,,,2025-07-10 20:13:55,Yes
105,宁波开文玩具有限公司,443221770,443221770@qq.com; 70@qq.com,是浙江省宁波市宁海县西店镇团堧村825号,名一致）,,,,2025-07-10 20:14:42,Yes
106,汕头市澄海区蓝发塑料玩具厂,,,汕头市澄海区蓝发塑料玩具厂 聯絡資料,是李玩惜,,,,2025-07-10 20:15:29,Yes
107,广东喜气洋洋印务实业有限公司,0768-5918260,71427892@qq.com,分支工场：潮安区庵埠镇霞露村南干渠工业区二道二横12号（注：该地址关联的分公司“大鉴分工场”已于2020年注销）‌717,,,,,2025-07-10 20:16:16,Yes
108,汕头市澄海区班尔纳玩具厂,,,搜索结果‌11显示“地址:汕头市澄海区凤翔街道东湖关仔片区附近企业”,,,,,2025-07-10 20:17:04,Yes
109,广州市七格格动漫科技有限公司,13800138000,13800138000@qq.com,‌广州市番禺区大龙街环村北路南四巷4号101‌,‌：李海利‌23,,,,2025-07-10 20:17:51,Yes
110,Colorloon Ltd,,,,,,,,2025-07-10 20:18:38,No
111,耀丽发展有限公司,,,用户的问题是：“耀丽发展有限公司 聯絡資料”,,,,,2025-07-10 20:19:25,Yes
112,宁波艺童天下手工文化传播有限公司,0574-87402709,304634007@qq.com; 1083948774@QQ.COM,信息：‌1显示注册地位于浙江省宁波市江北区慈城镇新横九路4号3幢1层,‌：阮芳‌23,,,,2025-07-10 20:20:12,Yes
113,厦门吖吖嘎嘎电子商务有限公司,0592-6197199,cindyren@yayagaglovers.com,在多个地方都提到是厦门市集美区新坂路22号,任可歆‌34,,,,2025-07-10 20:20:59,Yes
114,Welly Die Casting International Ltd,,,（同样在荃湾One Midtown 37楼）,,,,,2025-07-10 20:21:47,Yes
115,苏州维客荣博消费品有限公司,15862634716,gushufeng@163.com,首先查看最高可信度的结果：‌1显示公司地址在昆山市周市镇市东河路8号,为顾书凤‌23,,,,2025-07-10 20:22:42,Yes
116,商丘市嘉乐饰品有限公司,13592380860,jlspyxgs@126.com; 13592380860@139.com,‌2 : 提供了详细联系信息：地址：虞城县产业集聚区江浙大道东段北侧；固定电话：(0370)；经理：刘宗曾；电子邮件：jlspyxgs@126.com；邮政编码：476000；其他联系方式：电子邮箱13592380860@139.com；手机号码13592380860；手机号码15858903366,,,,,2025-07-10 20:23:29,Yes
117,扬州市天瑞礼品玩具有限公司,0514-8763,tianruitoys@vip.163.com,扬州市天瑞礼品玩具有限公司[营业执照已验证]电话,叫吴磊‌23,,,,2025-07-10 20:24:16,Yes
118,仪征市骏乐工艺品厂,0514-87635962,,"在‌12中一致指向""仪征市大仪镇香沟村范庄组""",这三项已验证信息,,,,2025-07-10 20:25:03,Yes
119,汕头市花仙子玩具有限公司,010-80535067,3051270490@qq.com; 490@qq.com,汕头市澄海区广益街道埔美美新区4巷26号第三层‌12,是陈木海‌12,,,,2025-07-10 20:25:51,Yes
120,上海耀天玩具有限公司,75120563,75120563@qq.com; kefu@qcc.com,多个可信来源‌12都指向上海市松江区新桥镇新站路361号,王辉占股70%,,,,2025-07-10 20:26:38,Yes
121,琛诺（上海）贸易有限公司,021-54666795,,信息最详细的是‌12共同提及的闵行区元江路5500号第1幢,UWE,,,,2025-07-10 20:27:25,Yes
122,上海伯卡医药科技有限公司,56125727,92@qq.com,记录：‌1和‌2显示宝山区宝林八村101号友谊商务中心312-1室,‌：张志华‌34,,,,2025-07-10 20:28:12,Yes
123,浙江宏基玩具制造有限公司,0579-85292413,kenjlong0814@163.com; ng0814@163.com,"注意到‌5这个""非常高""可信度的来源提到企业邮箱是ken***ng0814@163.com",代表范金雨的信息,,,,2025-07-10 20:28:59,Yes
124,寶達積木有限公司,,,积木(天津)商务信息咨询有限公司-企业工商信用信息,,,,,2025-07-10 20:29:46,Yes
125,湖南馨联玩具有限公司,15307422269,527618146@qq.com,差异最大：6B座一楼和6A座四楼,‌：罗元林‌27,,,,2025-07-10 20:30:34,Yes
126,微碳（上海）材料科技有限公司,,weitan@micro-carbon.com,在上海市闵行区秀文路898号5幢1905室‌1,,,,,2025-07-10 20:31:21,Yes
127,广东省外贸开发有限公司,020-38800027,ecbuy@gftiec.com; gftiec@gftiec.com; xzh@gftiec.com,在天河路351号外经贸大厦15-18楼‌1,变更为许荣丹‌7,,,,2025-07-10 20:32:08,Yes
128,龙门县佳茂聚氨酯橡胶有限公司,0752-6363000,395770679@qq.com,这家公司的公开联络信息比较分散,信息存在矛盾：早,,,,2025-07-10 20:32:55,Yes
129,佛山魏雅婷玩具有限公司,13600361755,2040942241@qq.com,在绝大多数结果中都确认为佛山市南海区桂城街道...后座3楼,/经理：‌,,,,2025-07-10 20:33:42,Yes
130,上海小走智能科技有限公司,,,先看最权威的企业登记信息：多个高可信度来源‌12显示该公司注册地址是上海市杨浦区国定路323号3层（集中登记地）,邹旭晖姓名匹配,,,,2025-07-10 20:34:29,Yes
131,上海织之贸易有限公司,,bonniechen@chinazhizhi.com,记录：茸阳路69号2幢2层216室（最新）‌12和广富林路699弄20号1624室（旧地址）‌34,‌15,,,,2025-07-10 20:35:17,Yes
132,南京樱之铭纺织有限公司-1,025-85866416,3005228302@qq.com,‌1提到公司2024年12月更名为樱之铭(南京)商业贸易有限公司,,,,,2025-07-10 20:36:04,Yes
133,新乐市绿创橡塑制品有限公司,13832361714,,就是找企业的电话、地址等联络信息,‌苏志勇‌‌57,,,,2025-07-10 20:36:51,Yes
134,佛山市雅丽诗化妆品股份有限公司,0757-81288308,407697390@qq.com,信息：多个来源提到公司位于佛山市南海区里水镇和桂工业区B区顺福东路一号宝鼎智造产业园A栋3-4楼,,,,,2025-07-10 20:37:38,Yes
135,太仓力九和塑胶工业有限公司,0512-82780099,sale@allmats.com.cn; 4hrd@allmats.com.cn,"和电话存在多个版本：地址出现闸南工业园区""东元路2号""（‌12）和""珠江路21号""（‌56）两种表述",,,,,2025-07-10 20:38:25,Yes
136,温州市南方立邦印刷实业有限公司,0577-28878833,nfprint@86c.net; nflbys@pp.com,（黎明中路96号、玉苍西路82号、凤坊路19号）、多个电话、不同法定代表人等,仍是陈瑾,,,,2025-07-10 20:39:13,Yes
137,东莞龙昌数码科技有限公司,0769-86836266,shaoyi.liang@lungcheong.com,信息比较一致：‌12都显示在广东省东莞市常平镇常黄路408号,,,,,2025-07-10 20:40:00,Yes
138,浙江强驰塑业有限公司,,qkkdwj@126.com,多个搜索结果都指向浙江省台州市临海市涌泉镇龙凤路229号‌34,,,,,2025-07-10 20:40:47,Yes
139,广州乐带实业有限公司,020-37763018,673358610@qq.com,多个来源都指向广州市花都区花东镇北兴莘田村茨菇岭11号102之一,,,,,2025-07-10 20:41:34,Yes
140,汕头市澄海区奥佳妮玩具厂,,,汕头市澄海区奥佳妮玩具厂 聯絡資料,叫杜俊心,,,,2025-07-10 20:42:22,Yes
141,深圳市妙奇思科技有限公司,,,深圳市宝安区西乡街道南昌社区南昌华丰世纪科技园B3栋厂房601,王志富,,,,2025-07-10 20:43:09,Yes
142,浙江欢喜贝儿玩具有限公司,13777693840,13777693840@qq.com,信息在多个来源高度一致（浙江省丽水市云和县白龙山街道朝阳路15号3幢B）,,,,,2025-07-10 20:43:56,Yes
143,小船长国际贸易（杭州）有限公司,15990111059,378409211@qq.com,在杭州市余杭区良渚街道古墩路1818号尚亿中心3幢三层D区021室,,,,,2025-07-10 20:44:43,Yes
144,浙江三赢新材料有限公司,0573-89115888,triplewin@zjsanying.com; 783591938@qq.com,固定在浙江省嘉兴市嘉善县干窑镇亭耀东路129号‌12,,,,,2025-07-10 20:45:31,Yes
145,揭阳市空港经济区溪南源和玩具厂,13822981885,jysgtoy@163.com,‌：多个来源显示地址为揭阳市榕城区溪南街道龙飞村许厝工业区（‌2、‌1）,‌：陈耿仰,,,,2025-07-10 20:46:18,Yes
146,汕头市澄海区十一玩具商行,0754-13428319282,,广东汕头澄海区（具体地址在内容中提到过汕头市澄海区溪南镇内厝村大池片1幢18号）,蚁荣熹,,,,2025-07-10 20:47:05,Yes
147,曹县好多亿工艺品有限公司,0530-6216266,3458742@qq.com; accounting@sunnyskyco.com,"一致是""曹县青菏街道办事处红庙寨村(鸭绿江路018号)""",是燕广才,,,,2025-07-10 20:47:52,Yes
